N3C2W1_D.BPP: OK (Solução = 85, Bins usados = 85)
N3C2W1_E.BPP: OK (Solução = 87, Bins usados = 87)
N3C2W1_F.BPP: OK (Solução = 88, Bins usados = 88)
N3C2W1_G.BPP: OK (Solução = 87, Bins usados = 87)
N3C2W1_H.BPP: OK (Solução = 87, Bins usados = 87)
N3C2W1_I.BPP: TEMPO EXCEDIDO
N3C2W1_J.BPP: OK (Solução = 87, Bins usados = 87)
N3C2W1_K.BPP: TEMPO EXCEDIDO
N3C2W1_L.BPP: OK (Solução = 91, Bins usados = 91)
N3C2W1_M.BPP: OK (Solução = 85, Bins usados = 85)
N3C2W1_N.BPP: OK (Solução = 91, Bins usados = 91)
N3C2W1_O.BPP: OK (Solução = 82, Bins usados = 82)
N3C2W1_P.BPP: OK (Solução = 88, Bins usados = 88)
N3C2W1_Q.BPP: TEMPO EXCEDIDO
N3C2W1_R.BPP: OK (Solução = 82, Bins usados = 82)
N3C2W1_S.BPP: OK (Solução = 89, Bins usados = 89)
N3C2W1_T.BPP: OK (Solução = 83, Bins usados = 83)
N3C2W2_A.BPP: OK (Solução = 107, Bins usados = 107)
N3C2W2_B.BPP: OK (Solução = 105, Bins usados = 105)
N3C2W2_C.BPP: OK (Solução = 104, Bins usados = 104)
N3C2W2_D.BPP: OK (Solução = 107, Bins usados = 107)
N3C2W2_E.BPP: OK (Solução = 116, Bins usados = 116)
N3C2W2_F.BPP: OK (Solução = 106, Bins usados = 106)
N3C2W2_G.BPP: OK (Solução = 102, Bins usados = 102)
N3C2W2_H.BPP: OK (Solução = 117, Bins usados = 117)
N3C2W2_I.BPP: OK (Solução = 102, Bins usados = 102)
N3C2W2_J.BPP: OK (Solução = 107, Bins usados = 107)
N3C2W2_K.BPP: OK (Solução = 110, Bins usados = 110)
N3C2W2_L.BPP: OK (Solução = 105, Bins usados = 105)
instancia.BPP: OK (Solução = 4, Bins usados = 4)
instancia1.BPP: OK (Solução = 3, Bins usados = 3)
